id,text,label
218,가성비 굿이에요 저는 프레임만 구입했는데 2주만에 왔고요 디자인 깔끔하고요 인터넷 다른상품들과 비교해도 가성비 좋아요 배송해주시는분도 친절했고요 그리고 저상이라 좋더라고요,1
218,가성비 굿이에요 저는 프레임만 구입했는데 2주만에 샀고요 디자인 깔끔하고요 인터넷 다른상품들과 비교해도 가성비 좋아요 배송해주시는분도 친절하고요 그리고 온라인상이라 좋더라고요,1
218,가성비 굿입니다 저는 프레임만 구입했는데 2주만에 왔어요 디자인 깔끔하고요 인터넷 다른상품들과 비교해도 가성비 좋아요 할인해주시는분도 친절했고요도 저상이라 좋더라고요,1
218,가성비 짱이에요 저는 프레임만 구입했는데 2주만에 왔어요 디자인 깔끔하고요 인터넷 다른상품과 비교해도 가성비 좋아요 배송해주시는분도 친절했고요 그리고 저상이라 좋더라고요,1
218,가성비 굿입니다 저는 프레임만 구입했는데 오랫만에 왔고요 디자인 깔끔하고요 인터넷 다른상품들과 비교해도 가성비 좋아요 배송해주시는심에 친절했고요 그리고 저상이라 좋더라고요,1
338,장갑이 짱짱하고 패드도 좋아요. 장갑낀 상태에서 스마트폰 터치도 됩니다.,1
338,장갑이 짱짱하고 패드도 좋아요. 장갑낀 대깨문아 스마트폰 터치도 됩니다.,1
338,장갑이 짱짱 스 패드도 좋아요. 장갑한 상태에서는 터치도 됩니다.,1
338,장갑이 짱짱하고 패드도 좋아요. 장갑 찬 상태에서 스마트폰 터치도 좋아요.,1
338,장갑이 짱짱하고 패드도 좋아요. 장갑낀 상태에서 스마트폰 터면 됩니다.,1
736,만족 대만족 주파수만 맞춰서 연결하면 불루투스 오디오 내장안되어있어도 이렇게 좋습니다 하하하 블랙 색상도 세련되고 이쁘네요,1
736,만족 대만족 주파수만큼 연결되는 👄루투스 오디오 내장안되어있어도 이렇게 좋습니다 하하하 블랙 의상도 세련되고 이쁘네요,1
736,만족 대만족 주파수만 맞춰서 연결하면 불루투스 오디오 내장안되어있어도 이렇게 좋습니다. 블랙 색상도 세련되고 이쁘네요,1
736,만족충족 주파수만 맞춰서 연결하면 불루투스 오디오 내맘대로안되어 있어서 이렇게 좋습니다 하하하 블랙 색상도 세련되고 이쁘네요,1
736,만족 대만과 주파수만 맞춰서 연결하면 불루투스 오디오 내장 비어있어도 이렇게 좋습니다 하하하 ~ 색상도 세련되고 이쁘네요,1
955,고기가 맛있다고 하신분들...믿고 구매했는데... 저울달아보니 그램수도 안맞고 고기도 질기고.. 고기팩안에들어있는방부제까지포함 600g인가요ㅇ???,0
955,고기 법인세 맛있다고 하신분들... 얼마전에 구매했는데... 저울달아보니 그램수도 안맞고 냄새도 질기고.. 고기통안에들어있는방부제까지포함 600g인가요????,0
955,고기가 맛있다고 하신분들... 믿고 구매했는데... 저울에보니 그램수도 안맞고 고기도 질기고.. 고기팩안에들어있는방부제까지포함 600g인가요ㅇ???,0
955,고기가 맛있다고 하신분들... 믿고 구매했는데... 저울에서보니 그램수도 안맞고 공부에 질기고.. 고기팩안에들어있는방부제까지하면 600g인가요????,0
955,고기가 맛있다고 하신 피눈... 믿고 좋아했는데... 저꼰달아보니 그점수도 안맞고 고기도 질기고.. 고기팩안에들어있는방부제까지포함 600g인가요ㅇ???,0
1005,기간도일주일이나되어도기다렸는데 한상자는좋은데한상자는블루베리가작고크기가다다르다고하네요 그럴거면최상품으로나누지마셨어야죠 엄마에게드렸는데 조금실망스럽네요,0
1005,저희도일주일만되어도기다렸는데 한상자는좋은데 젗은은블루베리가작고크기가다다르다고하네요 당최상품으로나누지마셨어야죠 엄마에게드렸는데 조금실망스럽네요,0
1005,저희도hin주일이나 줄서서기다렸는데 한상자는좋은데한상자는블루베젤작고크기가다다르다고해서당최상품으로나누지마셨어야죠 엄마에게드렸는데 조금실망스럽네요,0
1005,기간도일주일이나되어도 예수님렸는데 한상자는좋은데 한상자는블루베리가작아서크기가다다르다고하네요 그럴거면최상품권나누지마셨어야죠 엄마에게드렸는데 조금실망스럽네요,0
1005,기간도일주일되어도기다리고 한상자는좋은데한상자는블루베리가작고크기가너무다르다고하네요 그럴거면최상품으로나누지마셨어야죠 소비자에게드렸는데 조금실망스럽네요,0
1047,재구매 배송이 빨라서 항상 마지막롤 사용할때 주문합니다~~^^,1
1047,재구매 배송이 빨라서 항상 마지막롤 사용할때 주문합니다 ~ ~ ^ ^,1
1047,온라인구매 배송이 빨라서 항상 마지막롤 사용할때 주문합니다 ~ ~ ^ ^,1
1047,돈은구매 배송이 빨라있어서 마지막롤 사용할때 주문합니다 ~ ~ ^ ^,1
1074,"배송은빨랐으나 옷걸이 하나하나 다 검은 이물질이 묻어있어서 물티슈로 하나하나 다 닦아서 꺼냈습니다. 먼지가아니라 한번들면 손에 묻고 , 처음에 모르고 화이트 새 행거에 걸었을때 검은색으로 물었었어요",0
1074,"배송은줄게랐으나 옷걸이 하나하나 다 검은 이물질이 묻어있어서 물티슈로 하나하나 다 닦아서 꺼냈습니다. 언제가아니라 한번들면 손에 묻고, 처음에 모르고 화이트 새 행거에 걸었을때 검은색으로 물었었어요",0
1074,"배송은빨랐으나 옷이 하나하나 다 검은 이물질이 묻어있어서 물티슈로 하나하나 다 닦아서 꺼냈습니다.지는거가아니라 한번들면서 묻고, 처음에 모르고 화이트 새 행인 걸었을때 검은색으로 물었었어요",0
